"","L","R"
"1229","ntf3","ntrk3a"
"1230","ngfb","ngfra"
"1231","ngfb","ngfrb"
"1232","ngfa","ngfra"
"1233","ngfa","ngfrb"
"1234","bdnf","ngfra"
"1235","bdnf","ngfrb"
"1236","nts","ntsr1"
"1237","ostn","npr3"
"1238","avp","avpr2aa"
"1239","avp","avpr2ab"
"1240","oxt","avpr2aa"
"1241","oxt","avpr2ab"
"1242","avp","oxtr"
"1243","avp","oxtrl"
"1244","oxt","oxtr"
"1245","oxt","oxtrl"
"1246","avp","avpr1ab"
"1247","avp","avpr1aa"
"1248","oxt","avpr1ab"
"1249","oxt","avpr1aa"
"1262","pmch","mchr1a"
"1263","pmch","mchr1b"
"1264","pmchl","mchr1a"
"1265","pmchl","mchr1b"
"1266","pmch","MCHR2"
"1268","pmchl","MCHR2"
"1270","pnoca","oprl1"
"1271","pnocb","oprl1"
"1272","arf2a","pld2"
"1273","nppb","npr2"
"1274","nppa","npr2"
"1275","gh1","prlrb"
"1276","gh1","prlra"
"1281","pros1","tyro3"
"1282","pros1","AXL"
"1283","gas6","mertka"
"1284","gas6","tyro3"
"1285","gas6","AXL"
"1286","psap","gpr37b"
"1287","psap","gpr37a"
"1288","psap","gpr37l1a"
"1289","psap","gpr37l1b"
"1290","pth2","pth2rb"
"1291","pth2","pth2ra"
"1292","pth2","pth1r"
"1293","pthlha","PRLHR"
"1294","pthlhb","PRLHR"
"1295","pthlha","pth2rb"
"1296","pthlha","pth2ra"
"1297","pthlhb","pth2rb"
"1298","pthlhb","pth2ra"
"1299","pthlha","pth1r"
"1300","pthlhb","pth1r"
"1301","prlh2","PRLHR"
"1302","npy","npy1r"
"1303","npy","npy4r"
"1304","npy","npy2rl"
"1305","npy","npy2r"
"1306","npy","PRLHR"
"1307","pyya","npy1r"
"1308","pyyb","npy1r"
"1309","pyya","npy4r"
"1310","pyyb","npy4r"
"1311","pyya","npy2rl"
"1312","pyya","npy2r"
"1313","pyyb","npy2rl"
"1314","pyyb","npy2r"
"1315","npvf","npffr1"
"1316","npvf","npffr2b"
"1317","npvf","NPFFR2"
"1318","npffl","npffr1"
"1319","npffl","npffr2b"
"1320","npffl","NPFFR2"
"1321","agt","agtr1b"
"1322","agt","agtr1a"
"1323","agt","agtr2"
"1324","tac3a","tacr2"
"1325","tac3a","tacr3a"
"1326","tac3a","tacr3l"
"1327","tac3a","tacr1a"
"1328","tac3a","tacr1b"
"1329","tac1","tacr2"
"1330","tac1","tacr3a"
"1331","tac1","tacr3l"
"1332","tac1","tacr1a"
"1333","tac1","tacr1b"
"1334","trh","trhrb"
"1335","trh","trhra"
"1336","nrg1","erbb4a"
"1337","nrg1","ERBB4"
"1338","nrg1","erbb3b"
"1339","nrg1","erbb3a"
"1340","nrg2a","erbb4a"
"1341","nrg2a","ERBB4"
"1342","nrg2b","erbb4a"
"1343","nrg2b","ERBB4"
"1344","nrg2a","erbb3b"
"1345","nrg2a","erbb3a"
"1346","nrg2b","erbb3b"
"1347","nrg2b","erbb3a"
"1348","nrg3b","erbb4a"
"1349","nrg3b","ERBB4"
"1350","btc","egfra"
"1351","btc","LO018309.1"
"1352","btc","erbb4a"
"1353","btc","ERBB4"
"1354","hbegfa","egfra"
"1355","hbegfa","LO018309.1"
"1356","hbegfb","egfra"
"1357","hbegfb","LO018309.1"
"1358","hbegfa","erbb4a"
"1359","hbegfa","ERBB4"
"1360","hbegfb","erbb4a"
"1361","hbegfb","ERBB4"
"1362","tgfa","egfra"
"1363","tgfa","LO018309.1"
"1364","crhb","CRHR2"
"1365","crha","CRHR2"
"1366","crhb","crhr1"
"1367","crha","crhr1"
"1368","crhb","mc2r"
"1369","crha","mc2r"
"1370","ucn3l","CRHR2"
"1371","ucn3l","crhr1"
"1372","uts1","CRHR2"
"1373","uts1","crhr1"
"1375","penkb","oprd1a"
"1376","penkb","oprd1b"
"1377","penka","oprd1a"
"1378","penka","oprd1b"
"1379","penkb","oprm1"
"1380","penka","oprm1"
"1381","penkb","oprk1"
"1382","penka","oprk1"
"1383","pdyn","oprd1a"
"1384","pdyn","oprd1b"
"1385","pdyn","oprm1"
"1386","pdyn","oprk1"
"1387","pomca","mc2r"
"1388","pomcb","mc2r"
"1389","pomca","mc1r"
"1390","pomcb","mc1r"
"1391","pomca","mc5rb"
"1392","pomca","mc5ra"
"1393","pomcb","mc5rb"
"1394","pomcb","mc5ra"
"1395","pomca","mc3r"
"1396","pomcb","mc3r"
"1397","pomca","oprd1a"
"1398","pomca","oprd1b"
"1399","pomcb","oprd1a"
"1400","pomcb","oprd1b"
"1401","pomca","oprm1"
"1402","pomcb","oprm1"
"1403","pomca","oprk1"
"1404","pomcb","oprk1"
"1405","asip1","mc1r"
"1406","asip1","mc5rb"
"1407","asip1","mc5ra"
"1408","asip1","mc3r"
"1409","agrp","mc5rb"
"1410","agrp","mc5ra"
"1411","agrp","mc3r"
"1412","pdgfc","kdr"
"1413","pdgfc","flt4"
"1414","vegfc","kdr"
"1415","vegfc","flt4"
"1416","vip","adcyap1r1a"
"1418","vipb","adcyap1r1a"
"1420","vip","vipr2"
"1421","vipb","vipr2"
"1422","vip","vipr1b"
"1423","vipb","vipr1b"
"1424","adcyap1b","adcyap1r1a"
"1426","adcyap1b","vipr2"
"1427","adcyap1b","vipr1b"
"1428","ghrh","vipr1b"
"1429","wnt4","fzd6"
"1430","wnt5a","fzd6"
"1431","wnt3a","fzd6"
"1432","aanat1","mtnr1aa"
"1433","aanat1","mtnr1ab"
"1434","aanat2","mtnr1aa"
"1435","aanat2","mtnr1ab"
"1436","adam12","itga9"
"1437","ADAM12","itga9"
"1438","adam12","itgb1a"
"1439","adam12","itgb1b.2"
"1440","adam12","itgb1b"
"1441","adam12","itgb1b.1"
"1442","ADAM12","itgb1a"
"1443","ADAM12","itgb1b.2"
"1444","ADAM12","itgb1b"
"1445","ADAM12","itgb1b.1"
"1446","adam12","sdc4"
"1447","ADAM12","sdc4"
"1448","adam15","itga5"
"1449","adam15","itga9"
"1450","adam15","itgb1a"
"1451","adam15","itgb1b.2"
"1452","adam15","itgb1b"
"1453","adam15","itgb1b.1"
"1454","adam15","itgb3b"
"1455","adam15","itgb3a"
"1456","adam17a","itga5"
"1457","adam17b","itga5"
"1458","adam17a","itgb1a"
"1459","adam17a","itgb1b.2"
"1460","adam17a","itgb1b"
"1461","adam17a","itgb1b.1"
"1462","adam17b","itgb1a"
"1463","adam17b","itgb1b.2"
"1464","adam17b","itgb1b"
"1465","adam17b","itgb1b.1"
"1466","adam23a","itga5"
"1467","adam23a","itgb3b"
"1468","adam23a","itgb3a"
"1469","zgc:174164","itga6l"
"1470","zgc:174164","itga6b"
"1471","zgc:174164","itga6a"
"1472","zgc:174164","CU469503.1"
"1473","adam10a","itga6l"
"1474","adam10a","itga6b"
"1475","adam10a","itga6a"
"1476","adam10a","CU469503.1"
"1477","adam10b","itga6l"
"1478","adam10b","itga6b"
"1479","adam10b","itga6a"
"1480","adam10b","CU469503.1"
"1481","zgc:174164","itgb1a"
"1482","zgc:174164","itgb1b.2"
"1483","zgc:174164","itgb1b"
"1484","zgc:174164","itgb1b.1"
"1485","adam10a","itgb1a"
"1486","adam10a","itgb1b.2"
"1487","adam10a","itgb1b"
"1488","adam10a","itgb1b.1"
"1489","adam10b","itgb1a"
"1490","adam10b","itgb1b.2"
"1491","adam10b","itgb1b"
"1492","adam10b","itgb1b.1"
"1493","adam9","itga6l"
"1494","adam9","itga6b"
"1495","adam9","itga6a"
"1496","adam9","CU469503.1"
"1497","adam9","itgav"
"1498","adam9","itgb1a"
"1499","adam9","itgb1b.2"
"1500","adam9","itgb1b"
"1501","adam9","itgb1b.1"
"1502","adam9","itgb5"
"1503","adipoqa","adipor1a"
"1504","adipoqa","adipor1b"
"1505","adipoqb","adipor1a"
"1506","adipoqb","adipor1b"
"1507","adipoqa","adipor2"
"1508","adipoqb","adipor2"
"1509","adm2a","calcrlb"
"1510","adm2b","calcrlb"
"1511","adm2a","RAMP1"
"1512","adm2b","RAMP1"
"1513","adma","calcrlb"
"1514","admb","calcrlb"
"1515","adma","ramp2"
"1516","admb","ramp2"
"1517","agt","lrp2a"
"1518","angpt1","tie1"
"1519","angpt2a","tek"
"1520","angptl1b","tek"
"1521","angptl1a","tek"
"1522","apobb.1","si:dkey-258f14.3"
"1523","apobb.1","si:dkey-258f14.7"
"1524","apoba","si:dkey-258f14.3"
"1525","apoba","si:dkey-258f14.7"
"1526","apobb.2","si:dkey-258f14.3"
"1527","apobb.2","si:dkey-258f14.7"
"1528","apoeb","si:dkey-258f14.3"
"1529","apoeb","si:dkey-258f14.7"
"1530","apoea","si:dkey-258f14.3"
"1531","apoea","si:dkey-258f14.7"
"1532","apoeb","lrp5"
"1533","apoea","lrp5"
"1534","apoeb","lrp8"
"1535","apoea","lrp8"
"1536","apoeb","sorl1"
"1537","apoea","sorl1"
"1538","apoeb","vldlr"
"1539","apoea","vldlr"
"1540","artna","gfra3"
"1541","artna","ret"
"1542","asip1","atrn"
"1543","asip1","mgrn1b"
"1544","asip1","mgrn1a"
"1545","bdnf","ntrk2a"
"1546","bdnf","ntrk2b"
"1547","bmp10","acvr2aa"
"1548","bmp10","acvr2ab"
"1549","bmp10l","acvr2aa"
"1550","bmp10l","acvr2ab"
"1551","bmp10","acvr2bb"
"1552","bmp10","acvr2ba"
"1553","bmp10l","acvr2bb"
"1554","bmp10l","acvr2ba"
"1555","bmp10","acvrl1"
"1556","bmp10","acvr1l"
"1557","bmp10l","acvrl1"
"1558","bmp10l","acvr1l"
"1559","bmp10","bmpr1aa"
"1560","bmp10","bmpr1ab"
"1561","bmp10l","bmpr1aa"
"1562","bmp10l","bmpr1ab"
"1563","bmp10","bmpr1ba"
"1564","bmp10","bmpr1bb"
"1565","bmp10l","bmpr1ba"
"1566","bmp10l","bmpr1bb"
"1567","bmp10","bmpr2b"
"1568","bmp10","bmpr2a"
"1569","bmp10l","bmpr2b"
"1570","bmp10l","bmpr2a"
"1571","bmp15","acvr2aa"
"1572","bmp15","acvr2ab"
"1573","bmp15","acvr2bb"
"1574","bmp15","acvr2ba"
"1575","bmp15","bmpr1aa"
"1576","bmp15","bmpr1ab"
"1577","bmp15","bmpr1ba"
"1578","bmp15","bmpr1bb"
"1579","bmp15","bmpr2b"
"1580","bmp15","bmpr2a"
"1581","bmp2a","acvr2aa"
"1582","bmp2a","acvr2ab"
"1583","bmp2b","acvr2aa"
"1584","bmp2b","acvr2ab"
"1585","bmp2a","acvr2bb"
"1586","bmp2a","acvr2ba"
"1587","bmp2b","acvr2bb"
"1588","bmp2b","acvr2ba"
"1589","bmp3","acvr2aa"
"1590","bmp3","acvr2ab"
"1591","bmp3","acvr2bb"
"1592","bmp3","acvr2ba"
"1593","bmp3","bmpr1aa"
"1594","bmp3","bmpr1ab"
"1595","bmp3","bmpr1ba"
"1596","bmp3","bmpr1bb"
"1597","bmp3","bmpr2b"
"1598","bmp3","bmpr2a"
"1599","bmp4","acvr2aa"
"1600","bmp4","acvr2ab"
"1601","bmp4","acvr2bb"
"1602","bmp4","acvr2ba"
"1603","bmp4","bmpr1aa"
"1604","bmp4","bmpr1ab"
"1605","bmp4","bmpr1ba"
"1606","bmp4","bmpr1bb"
"1607","bmp4","bmpr2b"
"1608","bmp4","bmpr2a"
"1609","bmp5","acvr2aa"
"1610","bmp5","acvr2ab"
"1611","bmp5","acvr2bb"
"1612","bmp5","acvr2ba"
"1613","bmp5","bmpr1aa"
"1614","bmp5","bmpr1ab"
"1615","bmp5","bmpr1ba"
"1616","bmp5","bmpr1bb"
"1617","bmp5","bmpr2b"
"1618","bmp5","bmpr2a"
"1619","bmp6","acvr2aa"
"1620","bmp6","acvr2ab"
"1621","bmp6","acvr2bb"
"1622","bmp6","acvr2ba"
"1623","bmp6","bmpr1aa"
"1624","bmp6","bmpr1ab"
"1625","bmp6","bmpr1ba"
"1626","bmp6","bmpr1bb"
"1627","bmp6","bmpr2b"
"1628","bmp6","bmpr2a"
"1629","bmp7b","acvr2bb"
"1630","bmp7b","acvr2ba"
"1631","bmp7a","acvr2bb"
"1632","bmp7a","acvr2ba"
"1633","bmp7b","bmpr1aa"
"1634","bmp7b","bmpr1ab"
"1635","bmp7a","bmpr1aa"
"1636","bmp7a","bmpr1ab"
"1637","bmp7b","bmpr2b"
"1638","bmp7b","bmpr2a"
"1639","bmp7a","bmpr2b"
"1640","bmp7a","bmpr2a"
"1641","bmp8a","acvr2aa"
"1642","bmp8a","acvr2ab"
"1643","bmp8a","acvr2bb"
"1644","bmp8a","acvr2ba"
"1645","bmp8a","bmpr1aa"
"1646","bmp8a","bmpr1ab"
"1647","bmp8a","bmpr1ba"
"1648","bmp8a","bmpr1bb"
"1649","bmp8a","bmpr2b"
"1650","bmp8a","bmpr2a"
"1651","btc","erbb3b"
"1652","btc","erbb3a"
"1653","c3b.2","zmp:0000001082"
"1654","c3b.1","zmp:0000001082"
"1655","c3b.2","itgb2"
"1656","c3b.1","itgb2"
"1657","c3b.2","lrp1aa"
"1658","c3b.2","lrp1ab"
"1659","c3b.1","lrp1aa"
"1660","c3b.1","lrp1ab"
"1661","calca","calcrlb"
"1662","calca","RAMP1"
"1663","calr","scarf1"
"1664","cxcl32b.1","ACKR2"
"1666","ccl35.1","ACKR2"
"1667","ccl35.2","ACKR2"
"1668","ccl35.1","ccr8.1"
"1669","ccl35.1","si:cabz01093077.1"
"1670","ccl35.1","cabz01093075.1"
"1671","ccl35.2","ccr8.1"
"1672","ccl35.2","si:cabz01093077.1"
"1673","ccl35.2","cabz01093075.1"
"1699","si:dkey-30c15.12","itgae.2"
"1700","si:dkey-30c15.12","itgae.1"
"1701","si:dkey-30c15.12","itgb7"
"1702","clec11a","kita"
"1703","clec11a","kitb"
"1704","col18a1b","gpc1a"
"1705","col18a1b","gpc1b"
"1706","col18a1a","gpc1a"
"1707","col18a1a","gpc1b"
"1708","col18a1b","itga5"
"1709","col18a1a","itga5"
"1710","col18a1b","itgb1a"
"1711","col18a1b","itgb1b.2"
"1712","col18a1b","itgb1b"
"1713","col18a1b","itgb1b.1"
"1714","col18a1a","itgb1a"
"1715","col18a1a","itgb1b.2"
"1716","col18a1a","itgb1b"
"1717","col18a1a","itgb1b.1"
"1718","col1a1b","ddr1"
"1719","col1a1a","ddr1"
"1720","col1a1b","ddr2b"
"1721","col1a1b","ddr2a"
"1722","col1a1a","ddr2b"
"1723","col1a1a","ddr2a"
"1724","col2a1a","itga10"
"1725","col2a1a","itga2.2"
"1726","col2a1a","itga2.3"
"1727","col2a1a","itga2.1"
"1728","col2a1a","itgb1a"
"1729","col2a1a","itgb1b.2"
"1730","col2a1a","itgb1b"
"1731","col2a1a","itgb1b.1"
"1732","col4a1","itga1"
"1733","col4a1","itgb1a"
"1734","col4a1","itgb1b.2"
"1735","col4a1","itgb1b"
"1736","col4a1","itgb1b.1"
"1737","col4a1","itgb8"
"1738","cenps","ghsra"
"1739","cenps","ghsrb"
"1740","ihha","hhip"
"1741","ihhb","hhip"
"1742","ihha","ptch2"
"1743","ihhb","ptch2"
"1744","dld","notch1b"
"1745","dld","notch1a"
"1746","dla","notch1b"
"1747","dla","notch1a"
"1748","dld","si:ch73-281k2.5"
"1749","dla","si:ch73-281k2.5"
"1750","dld","notch3"
"1751","dla","notch3"
"1752","dld","si:ch73-105b23.1"
"1753","dld","jag2a"
"1754","dld","CABZ01102109.1"
"1755","dld","jag1b"
"1756","dld","jag1a"
"1757","dld","CABZ01040999.1"
"1758","dld","jag2b"
"1759","dld","dll4"
"1760","dla","si:ch73-105b23.1"
"1761","dla","jag2a"
"1762","dla","CABZ01102109.1"
"1763","dla","jag1b"
"1764","dla","jag1a"
"1765","dla","CABZ01040999.1"
"1766","dla","jag2b"
"1767","dla","dll4"
"1768","efna1a","epha3"
"1769","efna1b","epha3"
"1770","efna1a","epha4l"
"1771","efna1a","epha4a"
"1772","efna1b","epha4l"
"1773","efna1b","epha4a"
"1774","efna1a","epha6"
"1775","efna1b","epha6"
"1776","efna2a","epha3"
"1777","efna2b","epha3"
"1778","efna2a","epha4l"
"1779","efna2a","epha4a"
"1780","efna2b","epha4l"
"1781","efna2b","epha4a"
"1782","efna2a","epha6"
"1783","efna2b","epha6"
"1784","efna3b","epha3"
"1785","efna3b","epha4l"
"1786","efna3b","epha4a"
"1787","efna3b","epha6"
"1788","efna3b","ephb1"
"1789","efna3b","FQ377603.1"
"1790","efna5a","epha3"
"1791","efna5b","epha3"
"1792","efna5a","epha4l"
"1793","efna5a","epha4a"
"1794","efna5b","epha4l"
"1795","efna5b","epha4a"
"1796","efna5a","epha6"
"1797","efna5b","epha6"
"1798","efna5a","ephb2a"
"1799","efna5a","ephb2b"
"1800","efna5b","ephb2a"
"1801","efna5b","ephb2b"
"1802","efnb1","epha4l"
"1803","efnb1","epha4a"
"1804","efnb1","ephb1"
"1805","efnb1","FQ377603.1"
"1806","efnb1","ephb2a"
"1807","efnb1","ephb2b"
"1808","efnb1","ephb3a"
"1809","efnb1","EPHB3"
"1810","efnb1","LO016987.2"
"1811","efnb1","ephb4b"
"1812","efnb2a","epha4l"
"1813","efnb2a","epha4a"
"1814","efnb2b","epha4l"
"1815","efnb2b","epha4a"
"1816","efnb2a","ephb1"
"1817","efnb2a","FQ377603.1"
"1818","efnb2b","ephb1"
"1819","efnb2b","FQ377603.1"
"1820","efnb2a","ephb2a"
"1821","efnb2a","ephb2b"
"1822","efnb2b","ephb2a"
"1823","efnb2b","ephb2b"
"1824","efnb2a","ephb3a"
"1825","efnb2a","EPHB3"
"1826","efnb2a","LO016987.2"
"1827","efnb2b","ephb3a"
"1828","efnb2b","EPHB3"
"1829","efnb2b","LO016987.2"
"1830","efnb2a","ephb4b"
"1831","efnb2b","ephb4b"
"1832","efnb3b","epha4l"
"1833","efnb3b","epha4a"
"1834","efnb3a","epha4l"
"1835","efnb3a","epha4a"
"1836","efnb3b","ephb1"
"1837","efnb3b","FQ377603.1"
"1838","efnb3a","ephb1"
"1839","efnb3a","FQ377603.1"
"1840","efnb3b","ephb2a"
"1841","efnb3b","ephb2b"
"1842","efnb3a","ephb2a"
"1843","efnb3a","ephb2b"
"1844","efnb3b","ephb3a"
"1845","efnb3b","EPHB3"
"1846","efnb3b","LO016987.2"
"1847","efnb3a","ephb3a"
"1848","efnb3a","EPHB3"
"1849","efnb3a","LO016987.2"
"1850","efnb3b","ephb4b"
"1851","efnb3a","ephb4b"
"1852","f7","f3a"
"1853","f7i","f3a"
"1854","f9b","lrp1aa"
"1855","f9b","lrp1ab"
"1856","fgf10b","fgfr1a"
"1857","fgf10b","fgfr1b"
"1858","fgf10b","fgfr1bl"
"1859","fgf10a","fgfr1a"
"1860","fgf10a","fgfr1b"
"1861","fgf10a","fgfr1bl"
"1862","fgf10b","fgfr2"
"1863","fgf10a","fgfr2"
"1864","fgf10b","fgfr3"
"1865","fgf10a","fgfr3"
"1866","fgf11a","fgfr1a"
"1867","fgf11a","fgfr1b"
"1868","fgf11a","fgfr1bl"
"1869","fgf11b","fgfr1a"
"1870","fgf11b","fgfr1b"
"1871","fgf11b","fgfr1bl"
"1872","fgf11a","fgfr2"
"1873","fgf11b","fgfr2"
"1874","fgf11a","fgfr3"
"1875","fgf11b","fgfr3"
"1876","fgf12a","fgfr1a"
"1877","fgf12a","fgfr1b"
"1878","fgf12a","fgfr1bl"
"1879","fgf12b","fgfr1a"
"1880","fgf12b","fgfr1b"
"1881","fgf12b","fgfr1bl"
"1882","fgf12a","fgfr2"
"1883","fgf12b","fgfr2"
"1884","fgf12a","fgfr3"
"1885","fgf12b","fgfr3"
"1886","fgf13a","fgfr1a"
"1887","fgf13a","fgfr1b"
"1888","fgf13a","fgfr1bl"
"1889","fgf13a","fgfr2"
"1890","fgf13a","fgfr3"
"1891","fgf14","fgfr1a"
"1892","fgf14","fgfr1b"
"1893","fgf14","fgfr1bl"
"1894","fgf14","fgfr2"
"1895","fgf14","fgfr3"
"1896","fgf16","fgfr1a"
"1897","fgf16","fgfr1b"
"1898","fgf16","fgfr1bl"
"1899","fgf16","fgfr2"
"1900","fgf16","fgfr3"
"1901","fgf18a","fgfr1a"
"1902","fgf18a","fgfr1b"
"1903","fgf18a","fgfr1bl"
"1904","fgf18b","fgfr1a"
"1905","fgf18b","fgfr1b"
"1906","fgf18b","fgfr1bl"
"1907","fgf18a","fgfr2"
"1908","fgf18b","fgfr2"
"1909","fgf18a","fgfr3"
"1910","fgf18b","fgfr3"
"1911","fgf19","fgfr1a"
"1912","fgf19","fgfr1b"
"1913","fgf19","fgfr1bl"
"1914","fgf19","fgfr2"
"1915","fgf19","fgfr3"
"1916","fgf22","fgfr2"
"1917","fgf23","fgfr1a"
"1918","fgf23","fgfr1b"
"1919","fgf23","fgfr1bl"
"1920","fgf23","fgfr2"
"1921","fgf3","fgfr1a"
"1922","fgf3","fgfr1b"
"1923","fgf3","fgfr1bl"
"1924","fgf3","fgfr2"
"1925","fgf4","fgfr1a"
"1926","fgf4","fgfr1b"
"1927","fgf4","fgfr1bl"
"1928","fgf4","fgfr2"
"1929","fgf4","fgfr3"
"1930","fgf5","fgfr1a"
"1931","fgf5","fgfr1b"
"1932","fgf5","fgfr1bl"
"1933","fgf5","fgfr2"
"1934","fgf5","fgfr3"
"1935","fgf6b","fgfr1a"
"1936","fgf6b","fgfr1b"
"1937","fgf6b","fgfr1bl"
"1938","fgf6a","fgfr1a"
"1939","fgf6a","fgfr1b"
"1940","fgf6a","fgfr1bl"
"1941","fgf6b","fgfr2"
"1942","fgf6a","fgfr2"
"1943","fgf7","fgfr2"
"1944","fgf8b","fgfr1a"
"1945","fgf8b","fgfr1b"
"1946","fgf8b","fgfr1bl"
"1947","fgf8a","fgfr1a"
"1948","fgf8a","fgfr1b"
"1949","fgf8a","fgfr1bl"
"1950","fgf8b","fgfr2"
"1951","fgf8a","fgfr2"
"1952","fgf8b","fgfr3"
"1953","fgf8a","fgfr3"
"1954","fn1b","itga2.2"
"1955","fn1b","itga2.3"
"1956","fn1b","itga2.1"
"1957","fn1a","itga2.2"
"1958","fn1a","itga2.3"
"1959","fn1a","itga2.1"
"1960","fn1b","sdc2"
"1961","fn1a","sdc2"
"1962","gad1a","grm4"
"1963","gad1b","grm4"
"1964","gdf2","acvrl1"
"1965","gdf2","acvr1l"
"1966","gdf5","bmpr1ba"
"1967","gdf5","bmpr1bb"
"1968","gdf5","bmpr2b"
"1969","gdf5","bmpr2a"
"1970","gdf5","ror2"
"1971","gdf7","acvr2aa"
"1972","gdf7","acvr2ab"
"1973","gdf7","bmpr1aa"
"1974","gdf7","bmpr1ab"
"1975","gdf7","bmpr2b"
"1976","gdf7","bmpr2a"
"1977","gdf9","bmpr2b"
"1978","gdf9","bmpr2a"
"1979","gdf9","tgfbr1a"
"1980","gdf9","tgfbr1b"
"1981","gdnfb","gfra1b"
"1982","gdnfb","gfra1a"
"1983","gdnfa","gfra1b"
"1984","gdnfa","gfra1a"
"1985","gdnfb","gfra2b"
"1986","gdnfb","gfra2a"
"1987","gdnfa","gfra2b"
"1988","gdnfa","gfra2a"
"1989","gdnfb","ret"
"1990","gdnfa","ret"
"1991","ghrh","ghrhrl"
"1992","gpha2","tshr"
"1993","gpib","amfra"
"1994","gpib","amfrb"
"1995","gpia","amfra"
"1996","gpia","amfrb"
"1997","has2","cd44a"
"1998","has2","cd44b"
"1999","has2","hmmr"
"2000","hdc","hrh2a"
"2001","hsp90b1","lrp1aa"
"2002","hsp90b1","lrp1ab"
"2219","igf2a","igf2r"
"2220","igf2b","igf2r"
"2221","igf2a","insra"
"2222","igf2a","insrb"
"2223","igf2b","insra"
"2224","igf2b","insrb"
"2225","dhh","hhip"
"2226","dhh","ptch1"
"2228","CABZ01013771.1","lifrb"
"2229","CABZ01013771.1","lifra"
"2230","CABZ01013771.1","il11ra"
"2231","CABZ01013771.1","il6r"
"2232","CABZ01013771.1","ghrb"
"2233","CABZ01013771.1","ghra"
"2234","il12bb","lifrb"
"2235","il12bb","lifra"
"2236","il12bb","il11ra"
"2237","il12bb","il6r"
"2238","il12bb","ghrb"
"2239","il12bb","ghra"
"2240","il12ba","lifrb"
"2241","il12ba","lifra"
"2242","il12ba","il11ra"
"2243","il12ba","il6r"
"2244","il12ba","ghrb"
"2245","il12ba","ghra"
"2246","CABZ01013771.1","il23r"
"2247","il12bb","il23r"
"2248","il12ba","il23r"
"2249","il16","cd4-1"
"2250","il16","si:ch73-34h11.1"
"2251","il16","dicp1.3-4"
"2252","il16","dicp1.16"
"2253","il16","zmp:0000000608"
"2254","il16","AL929520.3"
"2255","il16","dicp2.2"
"2256","il16","dicp2.1"
"2257","il16","dicp3.3"
"2258","il16","si:ch73-322b17.4"
"2259","il16","dicp3.1"
"2260","inha","acvr1ba"
"2261","inha","acvr2aa"
"2262","inha","acvr2ab"
"2263","inha","acvr2bb"
"2264","inha","acvr2ba"
"2265","inha","tgfbr3"
"2266","inhbab","bambia"
"2267","inhbaa","bambia"
"2268","jag1b","notch1b"
"2269","jag1b","notch1a"
"2270","jag1a","notch1b"
"2271","jag1a","notch1a"
"2272","jag2b","notch1b"
"2273","jag2b","notch1a"
"2274","dll4","notch1b"
"2275","dll4","notch1a"
"2276","jag1b","si:ch73-281k2.5"
"2277","jag1a","si:ch73-281k2.5"
"2278","jag2b","si:ch73-281k2.5"
"2279","dll4","si:ch73-281k2.5"
"2280","jag1b","notch3"
"2281","jag1a","notch3"
"2282","jag2b","notch3"
"2283","dll4","notch3"
"2284","jag1b","si:ch73-105b23.1"
"2285","jag1b","jag2a"
"2286","jag1b","CABZ01102109.1"
"2287","jag1b","jag1b"
"2288","jag1b","jag1a"
"2289","jag1b","CABZ01040999.1"
"2290","jag1b","jag2b"
"2291","jag1b","dll4"
"2292","jag1a","si:ch73-105b23.1"
"2293","jag1a","jag2a"
"2294","jag1a","CABZ01102109.1"
"2295","jag1a","jag1b"
"2296","jag1a","jag1a"
"2297","jag1a","CABZ01040999.1"
"2298","jag1a","jag2b"
"2299","jag1a","dll4"
"2300","jag2b","si:ch73-105b23.1"
"2301","jag2b","jag2a"
"2302","jag2b","CABZ01102109.1"
"2303","jag2b","jag1b"
"2304","jag2b","jag1a"
"2305","jag2b","CABZ01040999.1"
"2306","jag2b","jag2b"
"2307","jag2b","dll4"
"2308","dll4","si:ch73-105b23.1"
"2309","dll4","jag2a"
"2310","dll4","CABZ01102109.1"
"2311","dll4","jag1b"
"2312","dll4","jag1a"
"2313","dll4","CABZ01040999.1"
"2314","dll4","jag2b"
"2315","dll4","dll4"
"2316","lama1","CABZ01072242.1"
"2317","lama1","itgb1a"
"2318","lama1","itgb1b.2"
"2319","lama1","itgb1b"
"2320","lama1","itgb1b.1"
"2321","lama1","itgb8"
"2322","lama1","rpsa"
"2323","CABZ01065423.1","CABZ01072242.1"
"2324","CABZ01092781.1","CABZ01072242.1"
"2325","lama2","CABZ01072242.1"
"2326","CABZ01065423.1","itgb1a"
"2327","CABZ01065423.1","itgb1b.2"
"2328","CABZ01065423.1","itgb1b"
"2329","CABZ01065423.1","itgb1b.1"
"2330","CABZ01092781.1","itgb1a"
"2331","CABZ01092781.1","itgb1b.2"
"2332","CABZ01092781.1","itgb1b"
"2333","CABZ01092781.1","itgb1b.1"
"2334","lama2","itgb1a"
"2335","lama2","itgb1b.2"
"2336","lama2","itgb1b"
"2337","lama2","itgb1b.1"
"2338","CABZ01065423.1","rpsa"
"2339","CABZ01092781.1","rpsa"
"2340","lama2","rpsa"
"2341","lamb1a","itga6l"
"2342","lamb1a","itga6b"
"2343","lamb1a","itga6a"
"2344","lamb1a","CU469503.1"
"2345","lamb1b","itga6l"
"2346","lamb1b","itga6b"
"2347","lamb1b","itga6a"
