"","L","R"
"3635","Il16","Kcnj15"
"3636","Il1f10","Il1r1"
"3637","Il1rapl1","Ptprd"
"3638","Il1rapl1","Ptprf"
"3639","Il1rapl1","Ptprs"
"3640","Il2","Cd53"
"3641","Il27","Il27ra"
"3642","Il33","Il1rl1"
"3643","Il34","Csf1r"
"3644","Il34","Ptprz1"
"3645","Il36a","Il1rl2"
"3646","Il36rn","Il1rl2"
"3647","Il4","Cd53"
"3648","Il4","Il13ra2"
"3649","Inhba","Acvr1c"
"3650","Inhba","Eng"
"3651","Inhba","Tgfbr3"
"3652","Inhbb","Acvr1c"
"3653","Inhbb","Cfc1"
"3655","Ins2","Igf1r"
"3656","Ins1","Igf1r"
"3657","Ins2","Lrp2"
"3658","Ins1","Lrp2"
"3659","Itgav","Thy1"
"3660","Itgb2l","Thy1"
"3661","Itgb2","Thy1"
"3662","Jag1","Cd46"
"3663","Jam2","F11r"
"3664","Jaml","Cxadr"
"3665","Kir3dl1","H2-T22"
"3666","Kir3dl1","H2-M10.6"
"3667","Kir3dl1","H2-T15"
"3668","Kir3dl1","H2-T5"
"3669","Kir3dl1","H2-M10.2"
"3670","Kir3dl1","H2-T9"
"3671","Kir3dl1","H2-D1"
"3672","Kir3dl1","H2-Q6"
"3673","Kir3dl1","H2-Q7"
"3674","Kir3dl1","H2-M10.4"
"3675","Kir3dl1","H2-M2"
"3676","Kir3dl1","H2-M11"
"3677","Kir3dl1","H2-Q1"
"3678","Kir3dl1","H2-M5"
"3679","Kir3dl1","H2-Q10"
"3680","Kir3dl1","H2-M10.1"
"3681","Kir3dl1","H2-Q2"
"3682","Kir3dl1","H2-K1"
"3683","Kir3dl2","H2-T22"
"3684","Kir3dl2","H2-M10.6"
"3685","Kir3dl2","H2-T15"
"3686","Kir3dl2","H2-T5"
"3687","Kir3dl2","H2-M10.2"
"3688","Kir3dl2","H2-T9"
"3689","Kir3dl2","H2-D1"
"3690","Kir3dl2","H2-Q6"
"3691","Kir3dl2","H2-Q7"
"3692","Kir3dl2","H2-M10.4"
"3693","Kir3dl2","H2-M2"
"3694","Kir3dl2","H2-M11"
"3695","Kir3dl2","H2-Q1"
"3696","Kir3dl2","H2-M5"
"3697","Kir3dl2","H2-Q10"
"3698","Kir3dl2","H2-M10.1"
"3699","Kir3dl2","H2-Q2"
"3700","Kir3dl2","H2-K1"
"3701","Kiss1","Mmp24"
"3702","Klrb1a","Clec2f"
"3703","Klrb1a","Clec2h"
"3704","Klrb1a","Clec2e"
"3705","Klrb1a","Clec2g"
"3706","Klrb1a","Clec2d"
"3707","Klrb1a","Clec2i"
"3708","Klrb1c","Clec2f"
"3709","Klrb1c","Clec2h"
"3710","Klrb1c","Clec2e"
"3711","Klrb1c","Clec2g"
"3712","Klrb1c","Clec2d"
"3713","Klrb1c","Clec2i"
"3714","Klrb1f","Clec2f"
"3715","Klrb1f","Clec2h"
"3716","Klrb1f","Clec2e"
"3717","Klrb1f","Clec2g"
"3718","Klrb1f","Clec2d"
"3719","Klrb1f","Clec2i"
"3720","Klrb1b","Clec2f"
"3721","Klrb1b","Clec2h"
"3722","Klrb1b","Clec2e"
"3723","Klrb1b","Clec2g"
"3724","Klrb1b","Clec2d"
"3725","Klrb1b","Clec2i"
"3726","Klrb1","Clec2f"
"3727","Klrb1","Clec2h"
"3728","Klrb1","Clec2e"
"3729","Klrb1","Clec2g"
"3730","Klrb1","Clec2d"
"3731","Klrb1","Clec2i"
"3732","Kng2","Gp1ba"
"3733","Kng1","Gp1ba"
"3734","Kng2","Itgb2l"
"3735","Kng2","Itgb2"
"3736","Kng1","Itgb2l"
"3737","Kng1","Itgb2"
"3738","Kng2","Plaur"
"3739","Kng1","Plaur"
"3740","Kng2","Rxfp4"
"3741","Kng1","Rxfp4"
"3742","L1cam","Alcam"
"3743","L1cam","Cd9"
"3744","L1cam","Cntn1"
"3745","L1cam","Egfr"
"3746","L1cam","Ephb2"
"3747","L1cam","Erbb2"
"3748","L1cam","Erbb3"
"3749","L1cam","Itga5"
"3750","L1cam","Itgav"
"3751","L1cam","Ptprz1"
"3752","Lama2","Dag1"
"3753","Lama3","Sdc2"
"3754","Lama5","Bcam"
"3755","Lcn2","Lrp2"
"3756","Leap2","Ghsr"
"3757","Lgals1","Cd69"
"3758","Lgals1","Itgb1"
"3759","Lgals1","Ptprc"
"3760","Lgals3","Lag3"
"3761","Lgals3bp","Itgb1"
"3762","Lgals9","Cd44"
"3763","Lgals9","Havcr2"
"3764","Lgi1","Adam11"
"3765","Lgi1","Adam22"
"3766","Lgi1","Adam23"
"3767","Lgi1","Rtn4r"
"3768","Lgi2","Adam11"
"3769","Lgi2","Adam22"
"3770","Lgi2","Adam23"
"3771","Lgi3","Adam22"
"3772","Lgi3","Adam23"
"3773","Lgi3","Flot1"
"3774","Lgi3","Stx1a"
"3775","Lgi4","Adam11"
"3776","Lgi4","Adam22"
"3777","Lgi4","Adam23"
"3778","Lilrb4b","Lair1"
"3779","Lilrb4a","Lair1"
"3780","Lin7c","Htr2c"
"3781","Lipc","Lrp1"
"3782","Lpl","Gpihbp1"
"3783","Lpl","Lrp1"
"3784","Lpl","Lrp2"
"3785","Lpl","Sdc1"
"3786","Lpl","Vldlr"
"3787","Lrfn3","Lrfn3"
"3788","Lrfn5","Lrfn5"
"3789","Lrpap1","Ldlr"
"3790","Lrpap1","Lrp2"
"3791","Lrpap1","Lrp8"
"3792","Lrpap1","Sorl1"
"3793","Lrpap1","Sort1"
"3794","Lrpap1","Vldlr"
"3795","Lrrc4b","Ptprd"
"3796","Lrrc4b","Ptprs"
"3797","Ltb","Tnfrsf1a"
"3798","Ltbp1","Itgb5"
"3799","Ltbp3","Itgb5"
"3800","Ly86","Cd180"
"3801","Ly9","Ly9"
"3802","Madcam1","Cd44"
"3803","Matn1","Itga1"
"3804","Matn1","Itgb1"
"3805","Mbl2","Cd93"
"3806","Mcam","Mcam"
"3807","Mdk","Itga4"
"3808","Mdk","Itga6"
"3809","Mdk","Itgb1"
"3810","Mdk","Lrp1"
"3811","Mdk","Notch2"
"3812","Mdk","Sdc1"
"3813","Mdk","Sdc3"
"3814","Mdk","Sdc4"
"3815","Mdk","Tspan1"
"3816","Meltf","Plg"
"3817","Mepe","Phex"
"3818","Mfge8","Itgav"
"3819","Mfge8","Itgb3"
"3820","Mfge8","Pdgfrb"
"3821","Mfng","Notch1"
"3822","Mfng","Notch2"
"3823","Mia","Cdh7"
"3824","Mill1","Klrk1"
"3825","Mill2","Klrk1"
"3827","Mif","Cd74"
"3828","Mif","Cxcr2"
"3829","Mif","Cxcr4"
"3830","Mmp1a","Itga2"
"3831","Mmp1b","Itga2"
"3832","Mmp12","Plaur"
"3833","Mmp2","Sdc2"
"3834","Mmp7","Cd151"
"3835","Mmp7","Cd44"
"3836","Mmp7","Erbb4"
"3837","Mmp9","Cd44"
"3838","Mmp9","Ephb2"
"3839","Mmrn2","Cd248"
"3840","Mmrn2","Cd93"
"3841","Mmrn2","Clec14a"
"3842","Mrc1","Ptprc"
"3843","Msmp","Ccr2"
"3844","Mstn","Acvr2b"
"3845","Muc1","Siglece"
"3846","Muc2","Agr2"
"3847","Myl9","Cd69"
"3848","Myoc","Fzd1"
"3849","Myoc","Fzd10"
"3850","Myoc","Fzd3"
"3851","Myoc","Fzd4"
"3852","Myoc","Fzd7"
"3853","Ncam1","Fgfr1"
"3854","Ncam1","Gfra1"
"3855","Ncam1","Ptprz1"
"3856","Nectin1","Cadm3"
"3857","Nectin1","Cd96"
"3858","Nectin1","Nectin3"
"3859","Nectin1","Nectin4"
"3860","Nectin2","Cd96"
"3861","Nectin2","Nectin2"
"3862","Nectin2","Pvrig"
"3863","Nectin3","Cadm1"
"3864","Nectin3","Cadm3"
"3865","Nectin3","Nectin2"
"3866","Nectin3","Nectin3"
"3867","Nectin3","Pvr"
"3868","Nectin4","Nectin4"
"3869","Nectin4","Tigit"
"3870","Nell2","Robo3"
"3871","Ngf","Sorcs3"
"3872","Nid1","Col13a1"
"3873","Nid1","Itgav"
"3874","Nid1","Itgb3"
"3875","Nid2","Col13a1"
"3876","Nlgn1","Nrxn2"
"3877","Nlgn4l","Nrxn1"
"3878","Nmb","Brs3"
"3879","Nodal","Cfc1"
"3880","Nppa","Npr2"
"3881","Nppc","Npr3"
"3882","Npy","Fap"
"3883","Npy","Npffr2"
"3884","Ntf5","Bex3"
"3885","Ntn1","Adora2b"
"3886","Ntn1","Mcam"
"3887","Ntn1","Neo1"
"3888","Ntn1","Unc5a"
"3889","Ntn1","Unc5b"
"3890","Ntn1","Unc5d"
"3891","Ntng2","Lrrc4"
"3892","Ntrk3","Ptprd"
"3893","Ntrk3","Ptprf"
"3894","Ntrk3","Ptprs"
"3895","Nts","Sort1"
"3896","Nxph2","Nrxn1"
"3897","Omg","Rtn4r"
"3898","Omg","Rtn4rl1"
"3899","Orm3","Ccr5"
"3900","Orm1","Ccr5"
"3901","Orm2","Ccr5"
"3902","Pcsk9","Vldlr"
"3903","Pdcd1lg2","Rgmb"
"3904","Pdgfb","Art1"
"3905","Pdgfb","Lrp1"
"3906","Pdgfc","Pdgfrb"
"3907","Pdpn","Clec1b"
"3908","Pecam1","Cd38"
"3909","Pf4","Cxcr3"
"3910","Pf4","Sdc2"
"3912","Pgf","Nrp2"
"3913","Pglyrp1","Trem1"
"3914","Pip","Cd4"
"3915","Pla2g10","Pla2r1"
"3916","Pla2g2a","Itga4"
"3917","Pla2g2a","Itga5"
"3918","Pla2g2a","Itgav"
"3919","Pla2g2a","Itgb1"
"3920","Pla2g2a","Itgb3"
"3921","Plau","Igf2r"
"3922","Plau","Lrp2"
"3923","Plau","St14"
"3924","Plg","F2r"
"3925","Plg","F2rl1"
"3926","Plg","F3"
"3927","Plg","Plgrkt"
"3928","Pltp","Abca1"
"3929","Podxl","Sell"
"3930","Postn","Ptk7"
"3931","Prg4","Tlr2"
"3932","Prg4","Tlr4"
"3933","Proc","Tek"
"3934","Proc","Thbd"
"3935","Pros1","Mertk"
"3936","Psen1","Notch1"
"3937","Psen1","Notch2"
"3938","Psen1","Notch3"
"3939","Psen1","Notch4"
"3940","Pspn","Gfra1"
"3941","Ptgs2","Cav1"
"3942","Ptma","Vipr1"
"3943","Ptn","Alk"
"3944","Ptn","Plxnb2"
"3945","Ptn","Ptprs"
"3946","Ptn","Sdc3"
"3947","Ptprc","Mrc1"
"3948","Ptprk","Ptprk"
"3949","Ptprz1","L1cam"
"3950","Ptprz1","Ncam1"
"3951","Pvr","Cd96"
"3952","Pvr","Nectin3"
"3953","Pvr","Pvrig"
"3954","Pyy","Fap"
"3956","Raet1e","Klrk1"
"3957","Raet1c","Klrk1"
"3958","Raet1a","Klrk1"
"3960","Raet1b","Klrk1"
"3966","Rarres2","Ccrl2"
"3967","Rbp3","Notch1"
"3968","Rbp4","Stra6"
"3969","Rgmb","Neo1"
"3970","Rln1","Rxfp3"
"3971","Ear3","Tlr2"
"3972","Ear14","Tlr2"
"3973","Ear2","Tlr2"
"3974","Rnase2a","Tlr2"
"3975","Rnase2b","Tlr2"
"3976","Ear1","Tlr2"
"3977","Ear10","Tlr2"
"3978","Ear6","Tlr2"
"3979","Ear4","Tlr2"
"3980","Robo1","Robo1"
"3981","Robo2","Robo2"
"3982","Rph3a","Nrxn1"
"3983","Rspo1","Znrf3"
"3984","Rspo2","Rnf43"
"3985","Rspo2","Znrf3"
"3986","Rspo3","Fzd8"
"3987","Rspo3","Lrp6"
"3988","Rspo3","Sdc4"
"3989","Rtn4","Cntnap1"
"3990","Rtn4","Rtn4rl1"
"3991","Rtn4","S1pr2"
"3992","S100a8","Tlr4"
"3993","S100a9","Tlr4"
"3994","Saa2","Cd36"
"3995","Saa1","Cd36"
"3996","Scgb1a1","Lrp2"
"3997","Scgb3a1","Marco"
"3998","Scgb3a2","Marco"
"3999","Sdc2","Ptprj"
"4000","Sectm1a","Cd7"
"4001","Sectm1b","Cd7"
"4002","Sele","Cd44"
"4003","Selplg","Sell"
"4004","Selplg","Siglecf"
"4005","Sema3a","Nrp2"
"4006","Sema3b","Nrp2"
"4007","Sema3c","Nrp1"
"4008","Sema3c","Plxnd1"
"4009","Sema3d","Nrp1"
"4010","Sema3f","Nrp1"
"4011","Sema3g","Nrp2"
"4012","Sema4a","Pirb"
"4013","Sema4a","Plxnb1"
"4014","Sema4a","Plxnb2"
"4015","Sema4a","Plxnd1"
"4016","Sema4b","Dcbld2"
"4017","Sema4c","Plxnb2"
"4018","Sema4d","Cd72"
"4019","Sema4d","Erbb2"
"4020","Sema4g","Plxnb2"
"4021","Sema6a","Plxna2"
"4022","Sema6a","Plxna4"
"4023","Sema6b","Plxna2"
"4024","Sema6d","Trem2"
"4025","Sema6d","Tyrobp"
"4026","Sema7a","Itga1"
"4027","Sema7a","Itgb1"
"4028","Serpinc1","Sdc2"
"4029","Serpine1","Lrp2"
"4030","Serpinf1","Plxdc1"
"4031","Serpinf1","Plxdc2"
"4032","Serping1","Sele"
"4033","Serping1","Selp"
"4034","Sertad1","Ar"
"4035","Sfrp1","Fzd2"
"4036","Sfrp1","Fzd6"
"4037","Sfrp2","Fzd5"
"4038","Sftpa1","Tlr2"
"4039","Sftpa1","Cd93"
"4040","Sftpd","Lair1"
"4041","Sftpd","Sirpa"
"4042","Shank1","Adgrl1"
"4043","Shank1","Sstr2"
"4044","Shh","Gas1"
"4045","Shh","Gpc5"
"4046","Shh","Lrp2"
"4047","Shh","Ptch2"
"4048","4931406B18Rik","Spn"
"4049","Siglec1","Spn"
"4050","Sirpa","Cd47"
"4051","Sirpb1c","Cd47"
"4052","Sirpb1b","Cd47"
"4053","Sirpb1a","Cd47"
"4054","Slamf1","Slamf1"
"4055","Slamf6","Slamf6"
"4056","Slamf7","Slamf7"
"4057","Slit1","Robo2"
"4058","Slit2","App"
"4059","Slit3","Robo1"
"4060","Slit3","Robo2"
"4061","Slit3","Robo4"
"4062","Slitrk1","Ptprd"
"4063","Slitrk1","Ptprs"
"4064","Slitrk2","Ptprd"
"4065","Slitrk2","Ptprs"
"4066","Slitrk3","Ptprd"
"4067","Slitrk3","Ptprs"
"4068","Slitrk5","Ptprd"
"4069","Slitrk6","Ptprs"
"4070","Slpi","Plscr1"
"4071","Slpi","Plscr2"
"4072","Slpi","Plscr4"
"4073","Slurp1","Chrna7"
"4074","Snca","Lag3"
"4075","Sost","Lrp4"
"4076","Sostdc1","Lrp4"
"4077","Sostdc1","Lrp5"
"4078","Sostdc1","Lrp6"
"4079","Spink1","Egfr"
"4080","Spon1","App"
"4081","Spon1","Lrp8"
"4082","Spon2","Itga4"
"4083","Spon2","Itga5"
"4084","Spon2","Itgam"
"4085","Spon2","Itgb1"
"4086","Spon2","Itgb2l"
"4087","Spon2","Itgb2"
"4088","Spx","Galr2"
"4089","Spx","Galr3"
"4090","St6gal1","Cd22"
"4091","Tafa4","Fpr1"
"4092","Tctn1","Tmem67"
"4093","Trf","Tfr2"
"4094","Tff2","Cxcr4"
"4095","Tff3","Ackr3"
"4096","Tff3","Cxcr4"
"4097","Tg","Asgr1"
"4098","Tg","Lrp2"
"4099","Tgfa","Erbb2"
"4100","Tgfa","Erbb4"
"4101","Tgfb1","Eng"
"4102","Tgfb1","Itgav"
"4103","Tgfb1","Itgb6"
"4104","Tgfb1","Itgb8"
"4105","Tgfb1","Sdc2"
"4106","Tgfb1","Vasn"
"4107","Tgfb2","Acvr1"
"4108","Tgfb2","Eng"
"4109","Tgfb3","Eng"
"4110","Tgm2","Adgrg1"
"4111","Tgm2","Itgb1"
"4112","Tgm2","Itgb3"
"4113","Tgm2","Sdc4"
"4114","Thbs1","Itga2b"
"4115","Thbs1","Itga3"
"4116","Thbs1","Itga4"
"4117","Thbs1","Itga6"
"4118","Thbs1","Itgb1"
"4119","Thbs1","Itgb3"
"4120","Thbs1","Lrp1"
"4121","Thbs1","Ptprj"
"4122","Thbs1","Sdc4"
"4123","Thbs1","Tnfrsf11b"
"4124","Thbs2","Itga4"
"4125","Thbs2","Itga6"
"4126","Thbs2","Itgb1"
"4127","Thbs2","Notch3"
"4128","Tigit","Nectin2"
"4129","Tigit","Pvr"
"4130","Timd4","Havcr1"
"4131","Timd4","Timd5"
"4132","Timd4","Timd2"
"4133","Timd4","Timd6"
"4134","Timp1","Cd63"
"4135","Timp2","Itga3"
"4136","Timp2","Itgb1"
"4137","Timp3","Agtr2"
"4138","Timp3","Kdr"
"4139","Tnc","Cntn1"
"4140","Tnc","Egfr"
"4141","Tnc","Itga7"
"4142","Tnc","Ptprb"
"4143","Tnc","Ptprz1"
"4144","Tnfrsf14","Btla"
"4145","Tnfrsf14","Cd160"
"4146","Tnfsf12","Cd163"
"4147","Tnfsf13","Fas"
"4148","Tnfsf13","Sdc2"
"4149","Tnfsf13","Tnfrsf11b"
"4150","Tnfsf13","Tnfrsf14"
"4151","Tnfsf13","Tnfrsf1a"
"4152","Tor2a","Atp5f1b"
"4153","Ucn2","Il10rb"
"4154","Ucn3","Crhr1"
"4155","Ucn3","Il10rb"
"4158","Ulbp3","Klrk1"
"4159","Vasp","Cxcr2"
"4160","Vcam1","Itga9"
"4161","Vcan","Cd44"
"4162","Vcan","Egfr"
"4163","Vcan","Itgb1"
"4164","Vcan","Selp"
"4165","Vcan","Tlr2"
"4166","Vegfa","Gpc1"
"4167","Vegfd","Itga9"
"4168","Vegfd","Nrp2"
"4169","Vim","Cd44"
"4170","Vtn","Itgb6"
"4171","Vtn","Plaur"
"4172","Vtn","Pvr"
"4173","Vtn","Tnfrsf11b"
"4174","Vwf","Tnfrsf11b"
"4175","Wnt1","Fzd1"
"4176","Wnt1","Fzd10"
"4177","Wnt1","Fzd2"
"4178","Wnt1","Fzd4"
"4179","Wnt1","Lrp6"
"4180","Wnt1","Ror2"
"4181","Wnt10a","Fzd1"
"4182","Wnt10a","Fzd5"
"4183","Wnt10a","Fzd8"
"4184","Wnt10b","Fzd7"
"4185","Wnt11","Fzd8"
"4186","Wnt16","Fzd2"
"4187","Wnt16","Lrp5"
"4188","Wnt2","Fzd1"
"4189","Wnt2","Fzd2"
"4190","Wnt2","Fzd3"
"4191","Wnt2","Fzd4"
"4192","Wnt2","Fzd5"
"4193","Wnt2","Fzd7"
"4194","Wnt2","Fzd8"
"4195","Wnt2","Fzd9"
"4196","Wnt2b","Fzd4"
"4197","Wnt2b","Fzd7"
"4198","Wnt3","Fzd1"
"4199","Wnt3","Fzd7"
"4200","Wnt3a","Apcdd1"
"4201","Wnt3a","Fzd1"
"4202","Wnt3a","Fzd10"
"4203","Wnt3a","Fzd2"
"4204","Wnt3a","Fzd5"
"4205","Wnt3a","Fzd7"
"4206","Wnt3a","Fzd8"
"4207","Wnt3a","Lrp1"
"4208","Wnt3a","Lrp6"
"4209","Wnt3a","Ryk"
"4210","Wnt5a","Fzd1"
"4211","Wnt5a","Fzd3"
"4212","Wnt5a","Fzd5"
"4213","Wnt5a","Fzd8"
"4214","Wnt5a","Lrp5"
"4215","Wnt5a","Mcam"
"4216","Wnt5a","Ror1"
"4217","Wnt5a","Ror2"
"4218","Wnt5b","Fzd2"
"4219","Wnt5b","Fzd8"
"4220","Wnt6","Fzd7"
"4221","Wnt7a","Fzd1"
"4222","Wnt7a","Fzd10"
"4223","Wnt7a","Fzd9"
"4224","Wnt7b","Fzd4"
"4225","Wnt7b","Fzd5"
"4226","Wnt7b","Fzd8"
"4227","Wnt8a","Fzd4"
"4228","Wnt8a","Fzd5"
"4229","Wnt8a","Fzd8"
"4230","Wnt9a","Fzd10"
"4231","Wnt9a","Fzd4"
"4232","Wnt9b","Fzd10"
"4233","Wnt9b","Fzd4"
"4234","Wnt9b","Fzd5"
"4235","Wnt9b","Fzd8"
"4236","Ybx1","Notch1"
"4237","Sbpl","Cxcr4"
"4238","Sbp","Cxcr4"
"4239","Sbpl","Tlr2"
"4240","Sbp","Tlr2"
"4241","Sbpl","Tlr4"
"4242","Sbp","Tlr4"
"4243","Sbpl","Tlr5"
"4244","Sbp","Tlr5"
"4245","Sbpl","Tlr6"
"4246","Sbp","Tlr6"
"4247","Zp3","Chrna7"
"4248","Zp3","Egfr"
